author,rating,title,content,date,source,app
Tommy-Texan,1,Avoid Shopify – They Enable Unethical Billing Practices and Offer No Real Support,"I had a store with Shopify and installed an app called “Minta.” I uninstalled it on the very last day of the free trial, yet Minta still charged me $256 for an entire year’s subscription. Despite multiple disputes submitted to both Minta and Shopify, clearly explaining that I canceled before the trial ended, I was met with threats that my store would be frozen.

After a long chain of emails with Shopify support, I was told that if I paid my next Shopify subscription fee, they would not freeze my account over the dispute with Minta. I complied — and they froze my store anyway. No resolution. No accountability. Just silence.

Shopify clearly does not protect its users from third-party app abuse, and they allow shady developers to charge users fraudulently with no consequences. Their customer support is just a formality, not a real avenue for help.

I strongly discourage anyone from starting a store with Shopify. My experience shows they do not care about fair business practices or their users’ rights. I’m now pursuing legal action in Canada against Shopify and Minta in Israel.",2025-04-13T04:24:06-07:00,Shopify,Shopify
DerekPetz69,1,HORRIBLE,When I would put my card information in everything would lock up and say I don’t have access. I call customer support and they don’t do a thing. Worst app.,2025-04-12T21:47:35-07:00,Shopify,Shopify
JESSIUCH,1,Cancel that subscription,"I wish 0 was an option. All they care about is the money paid by subscriptions and not talking to you when you need help for a store that’s been inactive and hard to access from either their app or just from a desktop. I would rather use a more affordable company that has a live chat with actual agents instead of talking to an ai bot all the time. Also, being that I’ve had this platform since 2019 it’s the same templates not really any new features and there are better platforms like hostinger that provide a lot more for lower monthly.",2025-04-11T21:04:46-07:00,Shopify,Shopify
addi3g,5,great customer service,Zoey was very helpful and patient with all of my inquiries!,2025-04-10T01:13:37-07:00,Shopify,Shopify
Wronginainteasy,5,First Timer,Intuitive. Fast. Friendly.,2025-04-09T20:06:48-07:00,Shopify,Shopify
Musk vs Zuckerberg,1,Attention!!,Worst app on the internet I canceled my subscription 5 months ago and they keep charging me money and they don't even have the helpline to call and that chatbot takes forever to reply to your simple questions Mr beast got me cooked bro🙅,2025-04-08T18:09:40-07:00,Shopify,Shopify
Ron Vanvoorhis,5,Shopify is a game changer for my business!,"Promoting a new book and with shopify the process was not only seamless, but got the website up and started selling my book in less than 3 weeks! Forget Amazon and Barnes+Nobles publishing! This is the way to go and you will save thousands on publishing yourself! Plus, I have got a lot of compliments on the ease of navigating and ordering the book! I plan to publish two more books and shopify is my go-to from now on",2025-04-08T14:03:05-07:00,Shopify,Shopify
buy it sell it,1,Worst bank verification process across any platform,"My original account for payouts was closed and so I tried to switch it over to a new account but it wants me to verify by typing in my old account number which I no longer have and no longer exists, if I still had the old account I wouldn’t be changing it, how does that verification process make any sense, I guess ebay can afford a smarter staff I’ll stay there I guess",2025-04-06T22:55:13-07:00,Shopify,Shopify
Starlight Harris,1,Charged me$40 the first month,I never received 3 months for $1,2025-04-04T18:37:07-07:00,Shopify,Shopify
CynicXIII,2,It's like they're trying to make it worse,"First they hide the ability to print multiple labels at once and then they remove it all together. Even now when you batch buy labels in the app there's no longer any way to generate the pdf to print them.
Seriously stop taking app features away",2025-04-01T14:41:48-07:00,Shopify,Shopify
Gaywad42069,1,Used to be good,New update is so cheeks :/,2025-04-01T13:13:34-07:00,Shopify,Shopify
Waiting since ww1,1,Why is Shopify so greedy,Man I couldn’t pay the last bill that was late on and I now can’t cancel the bill because of it. They are telling me that I’m required to pay for it even tho I couldn’t afford the next bill which is 128 dollars. This is stupid and fraud. I forgot to cancel it before the due date and now I can’t cancel it. I’m required to pay the bill before I can deactivate my store. Shopify pls respond to this error.,2025-03-31T16:01:26-07:00,Shopify,Shopify
Troigi,1,Trash,"Really trash, unable to upload pictures! I’m literally spending hours just to upload photos for 1 item, what a trash platform!",2025-03-31T08:34:57-07:00,Shopify,Shopify
Iman ghadzi679,1,Impossible to delete your account,It keeps on asking you to verify that you are human then it says your WiFi is not connected,2025-03-29T19:37:55-07:00,Shopify,Shopify
Junito1676,5,Love it!,Best platform to start your e-commerce business.,2025-03-29T11:08:22-07:00,Shopify,Shopify
FEDERICOWMJ,2,Uploading photos take longer,"Before, you could just upload images to products faster. Now you can to click, then upload photos to file, and then you need to move around to be in order. It’s a hassle now",2025-03-24T15:36:50-07:00,Shopify,Shopify
The bray experience,5,5 star incredible Shopify review,Shopify is truly amazing and awesome! No words can describe how truly helpful and life changing Shopify is!,2025-03-23T21:14:38-07:00,Shopify,Shopify
<Capt. CARTER>,1,It’s come to this…,"Months ago, I tried the free trial, but cancelled before it became active.  However, I get charged monthly for a service I don’t use, have never used, & now will NEVER use.  I’ve contacted y’all several times, but can never get a hold of anyone.

I just want my money back.

So, the lack of response on your part has prompted me to write this review.  I figure if you lose a few $100s from this bad review, that is way more than what you would have “lost” if you actually paid me back what you’ve stolen from me.

Awful company.  Too late for apologies.  I hope you go out of business.",2025-03-23T14:11:34-07:00,Shopify,Shopify
Roland Risse,5,Family Business Owner Evolutionized From Shopify,"I used to think that Shopify was only for larger scale, high volume businesses or companies that sell products and ship out online. However, I’m glad that I was mistaken, and that I decided to give it a try. Even on a smaller scale, it has allowed us to begin tracking inventory and maximizing our profits by being able to input it into the system and observe with our eyes what we’re making on each sale and how little we were. Not to mention it is so easily integratable with all our other programs we would highly recommend Shopify for any business out there whether it’s in person online or e-commerce Shopify will streamline not just your sales but profits and inventory scale altogether and help you to reach more customers by giving them the most convenient way to place a purchase than ever before!",2025-03-21T06:13:15-07:00,Shopify,Shopify
Hehhddhhrhehdudbdty,1,Trash,"This is trash if you want to switch to a new company, you have to pay them what you did that month like the shipping labels and now I can’t get my card off",2025-03-19T14:31:20-07:00,Shopify,Shopify
Jokerdoh114,1,A hassle,I’d love to use it but the app is absolutely garbage. I recommend using a PC. I’ve been tryna open my store for 2-4 weeks but I can’t add funds to my account cuz it closes the page everytime I try to transfer funds. You can’t use the app to add funds cuz it redirects you to your internet app which is also extremely dumb and a hassle. The app redirects you to the internet app as well anytime you try to do anything which is also just a big hassle.,2025-03-16T08:28:59-07:00,Shopify,Shopify
Rastarebel1,1,Not professional no phone number,All i can see hear is that they only care about the money you are paying for subscriptions because if they do they would have a phone number  lkke every other professional companies. I have my site working on for months not even makin a dollar which thats not the problem they are collecting 50 dollars every month i cannot access my sites and no one in the chat can help so ill just delete the app and the stores and start over where me and my money are respected,2025-03-16T06:30:59-07:00,Shopify,Shopify
CodyAhr,1,Hate them but feel stuck,Because they own the market. Like Amazon and other stuff,2025-03-15T20:34:59-07:00,Shopify,Shopify
jzz4444444444,1,Scammed me,I canceled my store and shopify still charged me $40.,2025-03-15T10:55:26-07:00,Shopify,Shopify
selah hopper,1,SCAM,Do not use Shopify they will take your money and shut down your website and refuse to give you a refund. Absolute criminal,2025-03-13T22:09:04-07:00,Shopify,Shopify
OliverSMass,1,No communication,"There is no communication with this platform. Emails are rejected. Chat is the only way to look for help. Although it says a 5 minute wait time it’s usually 15 minutes or longer. They don’t respect or value the time of business owners. Responses to emails sent via Shopify are rejected. You cannot call or email for help anymore. The chat box goes round and round with no solutions. I have been with Shopify for seven years. Loyal customers don’t seem to matter. I am looking for other platforms for my business.

UPDATE: The “support” response to this review, had a link that sent me to their support page and the chat, which was part was part of my review and no help AT ALL!
I think their responses are AI generated.

The only other way I can think of to find a solution is to reach out to their CEO on LinkedIn.

On another note, the reviews that said they spoke to someone on the phone is fake.
Shopify hasn’t had customer service by phone in two years!",2025-03-13T09:24:47-07:00,Shopify,Shopify
ciccippio,1,No stars,These people apparently don’t believe in customer support as they have removed all ways of communication with customers. Their automated system is garbage at best. I’ve been locked out of my account for the past year all while being charged for a platform I can’t access. And the only way to cancel is to cancel my card on file completely. I wish I could give no stars because this platform should be banned.,2025-03-13T08:01:51-07:00,Shopify,Shopify
BooJeff,1,You’re Messed up!,"Please refund every penny you just took out of my account! Takes a lot of nerve to send me a notice that informs me that my store has been deactivated because my store isn’t up to your standards and then you have the nerve to take money out of my account? Just close my account, refund my money and delete all of my account info immediately and take me off your mailing list or I will report you to my bank!
Jeff M.",2025-03-11T00:07:00-07:00,Shopify,Shopify
efi2nr,2,Customer service,"While Shopify itself is not bad, their lack of real customer service makes it extremely difficult and it sometimes impossible to actually resolve issues",2025-03-10T09:50:02-07:00,Shopify,Shopify
dhvftznifvnj,2,Keeps logging out,Both the Inbox and this app keeps logging out constantly. It is really frustrating and makes these two apps useless. Please fix this!,2025-03-09T21:41:56-07:00,Shopify,Shopify
Wayne3063,1,To meany things to do,Shopify seller is already hard to get going and get sales and today I’m trying to link PayPal and even after PayPal shows it’s done fwd back to Shopify the admin page still shows PayPal setup is incomplete,2025-03-09T16:01:33-07:00,Shopify,Shopify
Big T Mossy,5,Great customer service,"Jason (the man who helped me) was incredibly helpful. His responses were fast straightforward, and they resolved my issue in five minutes 🙏.",2025-03-07T07:05:25-07:00,Shopify,Shopify
Testiclops,3,Can no longer access inventory data in orders,"This morning when I check my orders and click on the inventory of each item (so I know where to pull from in my shop - the sales floor or backroom) it just displays a screen with no info. This is not the case on the desktop version. This is very confusing and time consuming for my staff that all use the app.
 
version 9.2508.1 through 9.2509.0",2025-03-05T00:13:22-07:00,Shopify,Shopify
renn12m,1,Business owners beware,"My shop was shut down twice in a week before my first market. On the phone with customer support for hours, this is not worth it and no way to treat small business owners. I should have gone with Square!!! I HATE Shopify!!!!!!",2025-03-04T03:54:25-07:00,Shopify,Shopify
justmia911,5,Love this app,You make doing this so easy! Thank you for your technology and service! Shopify is fantastic!,2025-03-02T09:22:16-07:00,Shopify,Shopify
IIskuzII,1,Broken Update,The “Send Invoice” on the mobile app has vanished and now I need a desktop to send an invoice from draft orders.,2025-02-28T17:26:04-07:00,Shopify,Shopify
86Token,1,Poor customer service,"I tried calling anyone to get this problem solved over the phone but no numbers are provided only ai chat which is terrible for me because I am being charged $40 a month on a subscription I can't even use or cash in any money on that account, I even contacted their live chat people and no one was able understand my problem as it's simply too complex for them to take off the $40 charge with what information is given to me. I will be contacting my bank to take off the $40 charge but I personally will not be using Shopify again due to their poor support and services. Please if you use Shopify use the correct email as they don't even confirm your emails before you put your card to an account. Thank you Shopify for the financial burden.",2025-02-25T23:59:27-07:00,Shopify,Shopify
Shop Tech Accessories,5,Scam app,Don’t enter your payment information since Shopify has been hacked.,2025-02-25T13:29:33-07:00,Shopify,Shopify
Gettitjav,5,Support was super helpful,Nice,2025-02-25T07:08:26-07:00,Shopify,Shopify
Novahunter007,1,Bugged,It won’t let me choose a plan,2025-02-25T03:39:21-07:00,Shopify,Shopify
Darko_17,1,They steal your money!!,"I had sign up then canceled due to a reason but after I cancel it’s been and deleted my account it has taken $40.00 bucks out of my own bank account without me having a subscription or having the app, This is fraud I even got the app again and checked and still don’t even have a subscription or anything",2025-02-24T18:31:43-07:00,Shopify,Shopify
Hellcat43,1,No customer service at all.,It’s a joke.,2025-02-24T10:22:14-07:00,Shopify,Shopify
ivychristine04,2,Don’t waste your money here!,Shopify won’t allow you to assign box sizes to different products for shipping calculations which should be a very basic feature. The only away around it is to add an expensive app that also doubles or triples your customers’ shipping rates. Ready to switch platforms just because of that. Customer service also used to be great a few years ago but has gone so downhill.,2025-02-23T13:50:46-07:00,Shopify,Shopify
dequaries,1,ban shopify,"on February 11, 2025 approximately around 8pm the online e-commerce store shopify permanently banned Kanye west formally known as Ye pronounced (YAY) after he released HH-01. 
This product was very educational to many young people and was very sentimental to the people of the jewish community. Shopify is racist and they should be shut down",2025-02-23T13:27:04-07:00,Shopify,Shopify
"…,,.,,,,",5,iuuuuu,uhhhh,2025-02-23T00:16:05-07:00,Shopify,Shopify
Kingslar,1,Horrible horrible horrible,There so quick to take your subscription money yet it takes you a forever process to withdraw your sale. On top of that when I first signed up and got my first sale they made me go through this whole process and never got paid. They took my clients money and I had to come up with the cash to pay the supplier. I know it’s a popular platform but trust me find another one.,2025-02-21T09:13:10-07:00,Shopify,Shopify
DouglasGottlieb,2,Meh. Shortcuts Support is Anemic,"Please add better support for Apple Shortcuts. Shopify is a fantastic platform. Having the ability to fully interact with backend metadata via Shortcuts, or at the very least, read it, would make it even better.",2025-02-21T05:10:59-07:00,Shopify,Shopify
kaiiioiikkk,3,Okay,Shopify was good while I used it but when I didn’t want it anymore I canceled my subscription and deleted the app but it still was taking money but besides that it’s a pretty good app,2025-02-19T04:37:52-07:00,Shopify,Shopify
lul hicks,2,Customer Service,👎,2025-02-18T13:16:21-07:00,Shopify,Shopify
Conypretty487,1,Nada simple,"Si no tienen mucho conocimiento de como crear una tienda NO DESCARGUEN ESTA APP, sin haber vendido 1 miserable producto me han cobrado $30 cuando segun es $1 por 3 meses. Atencion al cliente nunca responde.",2025-02-18T06:43:31-07:00,Shopify,Shopify
Zakobe ryan reynolds williams,4,Scam platform,"I sigbed up for Shopify, 3 days ago paid for my account, and started setting up my store—only to have my account suddenly terminated for an alleged violation of their Acceptable Use Policy. They provided no clear explanation of what I did wrong and are now holding my pending payouts.

Shopify’s automated system seems to flag accounts randomly, and their support team offers little to no assistance in resolving the issue. If you’re serious about e-commerce, I strongly recommend looking at alternative platforms like WooCommerce or BigCommerce to avoid the risk of losing your store and funds with no recourse.

Save yourself the headache and steer clear of Shopify!",2025-02-17T14:17:07-07:00,Shopify,Shopify
Nickname37292$2,1,Scam give me a refund,me in a monthly subscription I already cancelled,2025-02-14T03:02:41-07:00,Shopify,Shopify
Masia Group,5,Integración,Excelente programa,2025-02-13T18:38:45-07:00,Shopify,Shopify
Rico is on it,1,Too many rules too many guidelines too many regulations this app used to be good,"This app has recently became trash, the ridiculous amount of rules and regulations you need to do in order to sell your product on your personal store is absolutely ridiculous, especially when they have no business going through your information on your personal online store it defeats the whole purpose someone would open an online store people open online stores because they wanna have their own control over their own media and their own decisions to sell you just took away the most important aspect about having your own personal on my story. This company is gonna crash mark my words",2025-02-12T18:43:33-07:00,Shopify,Shopify
BeeSierra,1,Absolute Trash,"Honestly, this app is trash. You can no longer add tags to your products, alphabetize correctly, or get decent discounts on shipping. Cannot wait to be done with these folx next month. A complete waste of money. Response to their response?? I TRIED THAT AND IT DOESN’T WORK. Stop playing with me.",2025-02-12T03:44:17-07:00,Shopify,Shopify
Anonymouswhitegirl,1,Boycotting,"I will be boycotting this app as a seller until you remove YE’s storefront or AT LEAST prohibit him from selling his swastika items. It clearly goes against your guidelines, how has he not been removed yet??",2025-02-11T12:01:16-07:00,Shopify,Shopify
JSS E&H,5,shopify JSS E&H,This app has been an amazing experience all around throughout building my store and also finding some apps in the app itself! thank you for everything shopify!,2025-02-10T14:28:41-07:00,Shopify,Shopify
Niktt1230,1,No Real Customer Service,I have literally gotten no assistance I just keep speaking to reps in the chat with no solution in site. Had the same issue for over a month they have no issue charging me my monthly fee. But can seem to figure out how to release my money to the same account they are charging my subscription to.,2025-02-07T08:52:11-07:00,Shopify,Shopify
18191@1@,1,The worse app ever they steel you money and they take money in you bank account,They steel moneys in you bank account,2025-02-05T17:07:37-07:00,Shopify,Shopify
Sunrisesurferpb,5,Easy to set up and get started,Very happy with how easy the setup and integrations are.,2025-02-05T14:11:59-07:00,Shopify,Shopify
Don’tdoIT!!!!!!,1,Ridiculous,Same answers .. nothing is being done . Holding my funds  been calling everyday no answers to where my money is and why they are holding it . Absolutely WORSE place to manage your business!!,2025-02-04T14:23:45-07:00,Shopify,Shopify
cv6htmp,1,Won’t recommend,I am unable to delete my account with any alt of ease. I don’t appreciate this app or the company acting like I need to bend over backwards for my data.,2025-02-03T12:07:51-07:00,Shopify,Shopify
oc.Danielle,1,Got locked out no authorization code they have horrible customer service,Beware of this website they are a scam.It takes them for 2 weeks to email and they won’t cancel your account with out going though a butch of loop hole that puts you at risk for having your identity stolen. I ending up having to cancel my card to get the payment to stop. Please don’t use this website they are a scam.,2025-01-31T22:33:17-07:00,Shopify,Shopify
Strickfaden a,1,Consistently the worst customer service,They make it impossible to talk to some one directly and you’re forced to talk to chat bots who send repeat generic messages that most often don’t help the actual problem.,2025-01-28T08:27:03-07:00,Shopify,Shopify
Um mm,1,The worst customer service,If you need help you are on your own. They don’t have any way to reach anyone. They don’t understand the issue. You say you can’t log on they send you a link to log on to solve the issue. How do operate being so incompetent? I will change as soon as I learn more. This is just a stepping stone,2025-01-27T07:19:50-07:00,Shopify,Shopify
cd1031,2,Annoying,"Shopify is great and all but the app is rather annoying. They constantly change how to view metrics. They had it streamlined on the front page of the app to where you could tap in sessions and then filter the option like bounce rate, added to cart and all of the important stuff right there. Now you have to go into analytics and tap on several options to get to the point. It’s like a constant change on this app for the worse. Do t mind the changes but only when it makes sense. This is why I give it 2 stars. Consistency would be nice.",2025-01-25T15:53:39-07:00,Shopify,Shopify
us2fever,1,Can’t even access the app,"Id give it a zero i have been trying to reach the create your own store page for the past hour, all it says is i have tried accessing this page more then once.",2025-01-24T01:16:54-07:00,Shopify,Shopify
I luv these birds,1,Totally unacceptable,"I don't understand how your company is so big with little to no help for technical support, last month I started a store spent $3k on a web design, when I go to upgrade to premium to use necessary plugins I got shut out, it's been almost a month and the only explanation is ""your issue is in queue for our technical support team, it's been almost a month, how is this in anyway acceptable, can I know what happened? My monthly bill just came through again I just need to make a claim with my bank to get my money back I guess
Like

Reply

Add to story",2025-01-23T11:40:52-07:00,Shopify,Shopify
delete this 777,1,honestly pick something else,they've done nothing but raise the monthly fees; I don't even get notifications when I get a sale anymore and haven't for months I have to manually micromanage every little thing,2025-01-23T02:43:14-07:00,Shopify,Shopify
@Emeralds12-9,5,Trade/Business platform of the future that’s already here!,"When you think about trade/commerce and exchange of goods and services, what do you imagine? Do you imagine maximizing time, and have technology do everything for you and you can invest your time differently 9 as desire0 but one that strategically seeks to make money using technology while you can spend time with family, friends, and other personally initiatives,,,? I believe once one thinks about how to strategically thinks about time management with the support of technology, in a sustainable fashion about how we can exchange goods & services globally addressing the everyday needs for people and our planet, E-Commerce, to be specific (Shopify) is a great platform to pursue this as you seek to achieve your dreams. It is very easy, transformative in the way we did business traditionally, but one the conforms with addressing the future sustainably advancing solutions driving business initiatives that achieves the desires and needs for people around the globe. Especially through the newest groundbreaking business strategic approach known as ‘Dropshipping.” I am very excited and proud to be introduced to this by Adrain Morrison & Anthony Morrison with partners like Ethan King with ‘Zendrop” who are driving force behind shifting the change-Influencing a new narrative about impacting people’s live on a daily basis by harnessing technology and reducing inequalities and addressing poverty in a very strategic and sustained fashion for people ( Merchants and customers) globally .",2025-01-22T11:55:57-07:00,Shopify,Shopify
BrettK84,1,Stay Away!!!,"Just days after buying a domain and setting up shop, my phone is flooded with spam calls and texts from different sources trying to sell me on various business related tasks. I didn't want this. Beware Shopify, they sell you out for your info. My phone won't stop ringing now, I feel like Shopify set me up for harassment.",2025-01-22T06:57:41-07:00,Shopify,Shopify
BusyBee43a09,2,Almost,I’m really struggling with the ads on the home screen. We already pay for the service. The home screen should include more analytics and things that are useful.,2025-01-20T10:42:30-07:00,Shopify,Shopify
ColleenCC14,1,Shopify,Shopify doesn’t let you easily sign in and use multiple devices for your store. If you are only operating off one device it works well.,2025-01-20T06:44:48-07:00,Shopify,Shopify
just jhia,5,Amazing,Shopify has helped me seamlessly launch my business! I’m so thankful for this service!,2025-01-19T10:15:06-07:00,Shopify,Shopify
tocool1356,1,Shopify took my money and my store,I made a sell on Shopify then cashed it out and shipped the item then Shopify decided to shut my store down completely for no reason or warning and I was forced pay $650 for my customer refund with no warning just took it straight out the bank and never got my money back or my store😡 if you want to build a store with no problems like this use another app!,2025-01-18T05:38:24-07:00,Shopify,Shopify
Janellebbb,3,Keeps glitching,"The analytics feature is so buggy, most of the time you can’t adjust the calendar or see the real metrics for the day. My Shopify on my phone, iPad and computer (via browser) all have completely different metrics lol",2025-01-17T13:42:18-07:00,Shopify,Shopify
Jen1537,1,Payouts on hold,Do not download! My payouts have been on hold for five days with no means of communication for resolution. ‘Support’ keeps saying there’s been no response so all I can do is open another escalation.  I am at the point of filing a complaint with better business bureau and attorney general. I’m talking about thousands of dollars.,2025-01-16T16:27:28-07:00,Shopify,Shopify
dfzzdgj,2,Horrible,It doesn’t work I’ve been paying to keep my store up and running for almost 5 months they took all my money I couldn’t sell and than shut my store down for extra 20$ I didn’t know I had to pay I tried to contact them they told me it was a different app I asked the different app and they told me it was Shopify this app is a scam to run your pockets don’t do it ..hi I’m back 2 years later they have improved but now they shut down my second business for no reason I was told to look and see what I did wrong and turns out I didn’t do anything wrong I took screenshots of everything I’ve been contacting support I’ve been told the same thing for 3 days straight and still no change,2025-01-15T11:05:36-07:00,Shopify,Shopify
voidxdancer,1,Worst selling platform,"Only sell on here if you want to wait days and days for them to actually deposit your money. they will send you emails claiming you now have 24 hour payouts, but it’s a lie. Wish i would have never switched to shopify. Going back to big cartel!",2025-01-14T21:36:27-07:00,Shopify,Shopify
Merritt Gregory,1,Absolute money trap,I’ve been trying to cancel my subscription for months and every month I try and cancel it there is something new that goes wrong. I’ve tried everything possible (the help center is only robots and it’s designed to loop you through a conversation until you give up) and I’m now at the point of contacting my bank to open a new card to stop them from charging me. Don’t download this app. Don’t use Shopify. Find an alternative website or app that has isn’t designed to steal your money and has real people in their help center.,2025-01-11T10:57:35-07:00,Shopify,Shopify
engineer3003,2,Marketplace Connect can’t save edits,The UI of Marketplace Connect is not rendered correctly in the app. Text is cut off and edits can’t be saved because the save button is off-screen.,2025-01-11T10:30:36-07:00,Shopify,Shopify
elrockymexicano,1,Scammers,"They make it hard for you to cancel subscription, and charge you a lot of fees for not using Shopify. 1/10 would not recommend working with these scammers.",2025-01-11T08:04:41-07:00,Shopify,Shopify
SKovach1909,3,Glitch in the notification settings,I’ve had an issue since I opened my shop with the notification icon will never clear the number. Everything has been marked as paid and fulfilled and archived but it still shows the number on the app icon. There are no unread notifications. Other than that it’s a great app and works as it should.,2025-01-10T05:25:23-07:00,Shopify,Shopify
el_cuh_0968,1,Horrible app,This app it’s horrible can’t even delete my card or remove it from the app and it charge me 42 dollars don’t recommend,2025-01-06T17:53:38-07:00,Shopify,Shopify
Alex guapoo,5,Shopify,"Me encanta usar Shopify 
Práctico fácil de usar y me ayuda mucho para gestionar mi negocio online",2025-01-06T06:57:12-07:00,Shopify,Shopify
alc1013,1,Reports Incomplete Data,"Shopify reports do not pull complete information. If you’re considering this software for statistical reporting, be aware that reporting mechanisms do not pull accurate information. Their reports regularly miss thousands of dollars worth of data.",2025-01-04T06:06:48-07:00,Shopify,Shopify
lukeweirich,5,1$ 1 month,So I just started using Shopify. It is the BEST business app ever I am just a little YouTuber. I just love it so much 10/10 app I love it so much.,2025-01-02T16:20:02-07:00,Shopify,Shopify
AdomHayley#1,1,Horrible.. worse than Wix,Shopify has so many restrictions that are so hard to comply with when starting out and they set a time until they deactivated it. They immediately black list your website and give Little effort to guid you through,2025-01-01T16:56:27-07:00,Shopify,Shopify
Camus lupus,5,"Very informative, great!!!",👍,2024-12-30T05:12:00-07:00,Shopify,Shopify
stokessk,1,Poor help center,They have very poor help center the people are rude and scamming  requesting payment and using google meet and what’s app as a way to steal,2024-12-29T11:05:04-07:00,Shopify,Shopify
Standing onBusiness,1,Customer service,"Everything else is fine with this app, but the customer service. The customer service is the worst and most horrible thing about this app. Every single time I have the worst customer service. Not to mention this morning was absolutely horrible with customer service",2024-12-29T09:42:30-07:00,Shopify,Shopify
Maï kanome,1,Shopify m’a arnaqué,J’ai été prélevé de 89$ sur ma carte sans même mon autorisation et maintenant ils refusent de me rembourser pour un abonnement qu’il ont fait eux-mêmes . Je vous le déconseille shopify.,2024-12-29T04:16:17-07:00,Shopify,Shopify
LuhBreezyyy,2,Deleted acc and still getting charged,I’m still getting charged after i deleted my accounts and canceled all my subscriptions. I’m getting charged $41 every month for NO REASON. I can’t deactivate or stop any subscriptions anymore since i deleted my accounts. I have no way to stop being charged from my knowledge.,2024-12-20T18:06:47-07:00,Shopify,Shopify
Adriana Alava,5,La mejor plataforma que he usado,"Probe muchas definitivamente los , mejores en servicio atención ❤️",2024-12-20T12:00:10-07:00,Shopify,Shopify
R………………..,1,0/10,"10,000 steps just to delete an account",2024-12-12T08:44:48-07:00,Shopify,Shopify
Chase_Henry,5,Best entrepreneur app out there.,"If you’re looking for the best legitimate e-commerce business platform and want to legitimately be an entrepreneur without needing to be wealthy from the start or go into a ton of debt, this is the perfect platform. At a very low cost of $40 a month on the normal basic plan which gets you a lot, you have in many cases extremely low business costs to run your business that in many other cases is virtually unheard of, especially if you where to pay for retail, production, and warehouse space. In the case of print on demand, you have no additional costs besides the cost of creating the product. I highly recommend this platform, there is no better e-commerce platform out there for entrepreneurs that want to build their own E-commerce business brand. Amazing",2024-12-11T06:28:02-07:00,Shopify,Shopify
DezziHG,5,Perfect,This platform has been amazing and very user friendly. All features are perfect for what I need. Thank you!,2024-12-10T07:41:59-07:00,Shopify,Shopify
MS7819MS,1,What is with this new update?,"The new update is horrible. Can’t access the same reporting, l and the daily numbers won’t display or update until you force close the app. Updates for the sake of updates…",2024-12-09T13:53:43-07:00,Shopify,Shopify
Sk9pd441,5,Awesome Coffee,They take pride  in the bean they sell,2024-12-07T05:39:18-07:00,Shopify,Shopify
Onenutwonder555,1,Terrible don’t use!!!,Spent 8 hours building a store today and it was all done for it to disappear the moment I picked a different monthly plan all the work for nothing totally unacceptable,2024-12-06T16:58:18-07:00,Shopify,Shopify
Halofit42,5,Easy set up,Enjoying this platform. It’s easy but it’s tedious and worth it also.,2024-12-03T14:34:50-07:00,Shopify,Shopify
Day of Action and a,1,Took out money,"I forgot I even had this app
And it took money out of my account",2024-12-03T05:59:03-07:00,Shopify,Shopify
Sara Oz,5,Great reliability,"Solid app, compatible to web experience",2024-12-02T09:29:47-07:00,Shopify,Shopify
Betsie29,5,Excelente,"Mucha información útil para saber que tanto vendes, me encanta!!",2024-12-01T20:17:24-07:00,Shopify,Shopify
RyoshiKira,1,Information leaked,I made a Shopify store 2 days ago and have gotten about 20 spam calls in the last few hours. Don’t trust them with your information,2024-11-26T10:47:54-07:00,Shopify,Shopify
fahrvergnuugen,5,Great design,"This app is very well designed and provides a lot of useful features for mobile. 

Two things I would like to see added for inventory management: 

the ability to adjust inventory quantity by a specific amount when receiving goods. (I want to just enter a received qty X instead of having to add in my head to adjust the qty on hand)

Ability adjust the columns on the inventory overview so that you can add days of inventory remaining, qty committed, etc.",2024-11-23T07:41:28-07:00,Shopify,Shopify
Desz4,1,Over charging,Worse app I ever had charged my account twice after i deactivated my store,2024-11-22T18:01:35-07:00,Shopify,Shopify
Another owner of the store,1,can’t login,I can’t login with google. This is so annoying that there is nothing left i can do IT redirect me to the google page every single time. OMG,2024-11-18T15:58:46-07:00,Shopify,Shopify
Genuinelyj.a.,5,None of the settings are loading for me,It was working but then it stopped I deleted the app reinstalled it still won’t work can we please fix this I really enjoy what you guys have to offer!,2024-11-17T13:29:43-07:00,Shopify,Shopify
39Deep,1,Double notifications,The app has been sending out double notifications for months now. Uninstalling and reinstalling hasn’t fixed the issue. Please fix this.,2024-11-14T10:24:18-07:00,Shopify,Shopify
Muchas bendiciones!!,5,Muchas Gracias !!,Súper buena su sistema de programación e edición es increíble !! Estoy muy emocionado el support es increíble muchas gracias,2024-11-12T06:45:38-07:00,Shopify,Shopify
wingy from Delray Beach,5,Carline Gibson,"Carline testing some apps on my phone.
Delray Beach Fl my phone as been hacked.",2024-11-09T22:34:16-07:00,Shopify,Shopify
vin can,1,Cant get past the sign in page,I am not sure why but pls look into why I cant proceed after entering my email. The button is disabled and I cannot proceed. Something is wrong with your log in process page.,2024-11-09T19:13:07-07:00,Shopify,Shopify
